UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
3;20;M;R;L;No;6;18;1;10;3;WW;W;W;No;Center;21.11719;21.16968;0.4934082;98.52122;53.10909;40.00001;98.90606;52.15985;0.3848419;-1.154545;0.3848419;-0.949234;0.05249023;False
3;20;M;R;L;No;6;18;1;11;3;WW;W;W;No;Goal;21.69214;21.7395;0.5749512;58.52121;53.10909;40.00001;60.99849;52.91666;2.477276;-0.1924248;2.477276;-0.1924248;0.04736328;False
3;20;M;R;L;No;6;18;1;12;4;NW;N;W;No;Outset;23.2998;23.37305;1.607666;98.52122;93.10909;-1;99.29091;92.17121;0.7696915;-0.9378738;0.7696915;-0.9378738;0.07324219;False
3;20;M;R;L;No;6;18;1;13;4;NW;N;W;No;Center;23.88525;23.95581;0.5854492;98.52122;53.10909;40;96.57545;51.99759;-1.731827;-1.539394;-1.94577;-1.1115;0.07055664;False
3;20;M;R;L;No;6;18;1;14;4;NW;N;W;No;Goal;24.42334;24.50244;0.5380859;58.52121;53.10909;40.00001;60.22878;50.67777;1.707573;-2.88636;1.707573;-2.43132;0.07910156;False
3;20;M;R;L;No;6;18;1;15;5;NN;N;N;No;Outset;25.99048;26.07422;1.567139;98.52122;93.10909;-1;100.6379;92.74849;2.116661;-0.3605957;2.116661;-0.3605957;0.08374023;False
3;20;M;R;L;No;6;18;1;16;5;NN;N;N;No;Center;26.5188;26.5835;0.5283203;98.52122;53.10909;40;96.78939;55.03333;-1.731827;1.924244;-1.731827;1.924244;0.06469727;False
3;20;M;R;L;No;6;18;1;17;5;NN;N;N;No;Goal;27.20264;27.2749;0.6838379;98.52122;93.10909;40;99.51118;94.86515;0.7696915;1.756065;0.9899597;1.756065;0.07226563;False
3;20;M;R;L;No;6;18;1;18;6;NW;N;W;No;Outset;28.83667;28.86133;1.634033;98.52122;93.10909;-1;98.32878;91.97878;-0.1924362;-1.130302;-0.1924362;-1.130302;0.0246582;False
3;20;M;R;L;No;6;18;1;19;6;NW;N;W;No;Center;29.32617;29.37451;0.489502;98.52122;53.10909;40;99.29091;56.95758;0.7696915;3.848488;0.7696915;3.848488;0.04833984;False
3;20;M;R;L;No;6;18;1;20;6;NW;N;W;No;Goal;29.76465;29.82056;0.4384766;58.52121;53.10909;40.00001;60.42122;51.96893;1.900005;-1.34697;1.900005;-1.140156;0.0559082;False
3;20;M;R;L;No;6;18;1;21;7;NN;N;N;No;Outset;31.28931;31.34692;1.524658;98.52122;93.10909;-1;101.2151;92.94091;2.693932;-0.1681747;2.693932;-0.1681747;0.05761719;False
3;20;M;R;L;No;6;18;1;22;7;NN;N;N;No;Center;31.71631;31.78687;0.427002;98.52122;53.10909;40;95.29823;49.69369;-3.463646;-3.656059;-3.222984;-3.415398;0.07055664;False
3;20;M;R;L;No;6;18;1;23;7;NN;N;N;No;Goal;32.79785;32.83325;1.081543;98.52122;93.10909;40;101.2151;92.94091;2.693932;-0.1681747;2.693932;-0.1681747;0.03540039;False
3;20;M;R;L;No;6;18;1;24;8;EW;E;W;No;Outset;34.49438;34.56763;1.696533;138.5212;53.10909;-1;138.1606;52.77515;-0.360611;-0.5772743;-0.360611;-0.3339424;0.07324219;False
3;20;M;R;L;No;6;18;1;25;8;EW;E;W;No;Center;34.91333;34.9917;0.4189453;98.52122;53.10909;39.99999;98.90606;54.45606;0.3848419;1.346973;0.3848419;1.346973;0.07836914;False
3;20;M;R;L;No;6;18;1;26;8;EW;E;W;No;Goal;35.31177;35.38062;0.3984375;58.52121;53.10909;40.00001;60.42122;52.36034;1.900005;-0.9621201;1.900005;-0.748745;0.06884766;False
3;20;M;R;L;No;6;18;1;27;9;SN;S;N;No;Outset;37.15918;37.24658;1.847412;98.52122;13.10909;-1;100.5466;15.01904;1.539391;0.9378786;2.025429;1.909953;0.08740234;False
3;20;M;R;L;No;6;18;1;28;9;SN;S;N;No;Center;37.55005;37.60645;0.3908691;98.52122;53.10909;40;97.54361;54.32556;-0.7697067;0.1924248;-0.9776077;1.216469;0.05639648;False
3;20;M;R;L;No;6;18;1;29;9;SN;S;N;No;Goal;37.94556;38;0.3955078;98.52122;93.10909;40;98.98068;92.74849;0.192421;-0.3605957;0.459465;-0.3605957;0.05444336;False
3;20;M;R;L;No;6;18;1;30;10;WS;W;S;No;Outset;39.69312;39.75391;1.747559;58.52121;53.10909;-1;58.35545;56.4312;-0.4090919;3.078789;-0.16576;3.322113;0.06079102;False
3;20;M;R;L;No;6;18;1;31;10;WS;W;S;No;Center;40.15698;40.20264;0.4638672;98.52122;53.10909;40.00001;97.17424;57.15;-1.346977;4.040909;-1.346977;4.040909;0.0456543;False
3;20;M;R;L;No;6;18;1;32;10;WS;W;S;No;Goal;40.63062;40.6792;0.4736328;98.52122;13.10909;40;99.00227;13.56591;0.192421;0.1681814;0.4810562;0.4568186;0.04858398;False
3;20;M;R;L;No;6;18;1;33;11;EN;E;N;No;Outset;42.41138;42.46265;1.780762;138.5212;53.10909;-1;137.3909;53.1303;-1.130295;-0.1924248;-1.130295;0.02121353;0.05126953;False
3;20;M;R;L;No;6;18;1;34;11;EN;E;N;No;Center;42.7771;42.84375;0.3657227;98.52122;53.10909;39.99999;98.71364;50.06282;0.192421;-3.27121;0.192421;-3.046272;0.06665039;False
3;20;M;R;L;No;6;18;1;35;11;EN;E;N;No;Goal;43.15527;43.22485;0.3781738;98.52122;93.10909;40;98.39409;92.74849;-0.5772858;-0.3605957;-0.1271286;-0.3605957;0.06958008;False
3;20;M;R;L;No;6;18;1;36;12;SE;S;E;No;Outset;44.8479;44.93262;1.692627;98.52122;13.10909;-1;96.78939;14.30303;-1.924248;0.9378786;-1.731827;1.193941;0.0847168;False
3;20;M;R;L;No;6;18;1;37;12;SE;S;E;No;Center;45.27051;45.31982;0.4226074;98.52122;53.10909;40;100.3492;53.59015;1.539391;0.1924248;1.828018;0.4810638;0.04931641;False
3;20;M;R;L;No;6;18;1;38;12;SE;S;E;No;Goal;45.66064;45.73096;0.3901367;138.5212;53.10909;39.99999;138.0663;53.0148;-0.9378815;-0.5772743;-0.454895;-0.09428406;0.0703125;False
3;20;M;R;L;No;6;18;1;39;13;EW;E;W;No;Outset;47.30566;47.38306;1.64502;138.5212;53.10909;-1;137.9682;54.74312;-0.360611;0.9621239;-0.5530396;1.634033;0.07739258;False
3;20;M;R;L;No;6;18;1;40;13;EW;E;W;No;Center;47.68115;47.75903;0.3754883;98.52122;53.10909;39.99999;96.56347;51.02592;-1.731827;-2.30909;-1.957748;-2.083172;0.07788086;False
3;20;M;R;L;No;6;18;1;41;13;EW;E;W;No;Goal;48.0625;48.11255;0.3813477;58.52121;53.10909;40.00001;58.88182;52.05076;-0.2166672;-1.92424;0.3606071;-1.058331;0.05004883;False
3;20;M;R;L;No;6;18;1;42;14;NS;N;S;No;Outset;49.71606;49.77393;1.653564;98.52122;93.10909;-1;99.48334;92.94091;0.9621201;-0.1681747;0.9621201;-0.1681747;0.05786133;False
3;20;M;R;L;No;6;18;1;43;14;NS;N;S;No;Center;50.14941;50.21777;0.4333496;98.52122;53.10909;40;96.21212;56.3803;-3.078796;0.9621239;-2.309097;3.271214;0.06835938;False
3;20;M;R;L;No;6;18;1;44;14;NS;N;S;No;Goal;50.62915;50.69824;0.4797363;98.52122;13.10909;40;98.23257;12.21894;-0.5772858;-1.948485;-0.2886429;-0.890152;0.0690918;False
3;20;M;R;L;No;6;18;1;45;15;SW;S;W;No;Outset;52.46606;52.50464;1.836914;98.52122;13.10909;-1;100.3424;14.95071;1.346962;1.130303;1.821182;1.841618;0.03857422;False
3;20;M;R;L;No;6;18;1;46;15;SW;S;W;No;Center;52.90894;52.95166;0.4428711;98.52122;53.10909;40;100.253;54.45606;1.731812;1.346973;1.731812;1.346973;0.04272461;False
3;20;M;R;L;No;6;18;1;47;15;SW;S;W;No;Goal;53.34351;53.38159;0.4345703;58.52121;53.10909;40.00001;59.32566;51.82112;0.5530281;-1.539394;0.8044548;-1.287968;0.03808594;False
3;20;M;R;L;No;6;18;1;48;16;NW;N;W;No;Outset;54.93066;54.98413;1.587158;98.52122;93.10909;-1;98.90606;92.36364;0.3848419;-0.7454453;0.3848419;-0.7454453;0.0534668;False
3;20;M;R;L;No;6;18;1;49;16;NW;N;W;No;Center;55.3291;55.39648;0.3984375;98.52122;53.10909;40;99.67576;51.18485;1.154541;-1.92424;1.154541;-1.92424;0.06738281;False
3;20;M;R;L;No;6;18;1;50;16;NW;N;W;No;Goal;55.69678;55.75806;0.3676758;58.52121;53.10909;40.00001;59.16748;54.44418;-0.0242424;-0.3848495;0.6462708;1.335087;0.0612793;False
3;20;M;R;L;No;6;18;1;51;17;ES;E;S;No;Outset;57.33203;57.39722;1.635254;138.5212;53.10909;-1;133.9477;55.39774;-4.016663;1.539398;-4.573502;2.288654;0.06518555;False
3;20;M;R;L;No;6;18;1;52;17;ES;E;S;No;Center;57.68872;57.73755;0.3566895;98.52122;53.10909;39.99999;97.94393;53.39461;-0.5772858;0;-0.5772858;0.2855186;0.04882813;False
3;20;M;R;L;No;6;18;1;53;17;ES;E;S;No;Goal;58.09546;58.13477;0.4067383;98.52122;13.10909;40;101.5038;19.53106;0.3848419;3.824244;2.982567;6.421968;0.03930664;False
3;20;M;R;L;No;6;18;1;54;18;EN;E;N;No;Outset;59.63159;59.70068;1.536133;138.5212;53.10909;-1;137.1487;55.6604;-1.130295;2.309093;-1.372528;2.551315;0.0690918;False
3;20;M;R;L;No;6;18;1;55;18;EN;E;N;No;Center;59.99902;60.04785;0.3674316;98.52122;53.10909;39.99999;98.23257;51.66591;-0.5772858;-2.30909;-0.2886429;-1.44318;0.04882813;False
3;20;M;R;L;No;6;18;1;56;18;EN;E;N;No;Goal;60.3418;60.40723;0.3427734;98.52122;93.10909;40;99.05969;92.41485;-0.1924362;-0.9378738;0.538475;-0.6942368;0.06542969;False
3;20;M;R;L;No;6;18;1;57;19;EN;E;N;No;Outset;61.82397;61.89722;1.482178;138.5212;53.10909;-1;136.0439;57.15;-2.47728;4.040909;-2.47728;4.040909;0.07324219;False
3;20;M;R;L;No;6;18;1;58;19;EN;E;N;No;Center;62.19165;62.2478;0.3676758;98.52122;53.10909;39.99999;100.8303;50.89621;2.309082;-2.501514;2.309082;-2.212875;0.05615234;False
3;20;M;R;L;No;6;18;1;59;19;EN;E;N;No;Goal;62.51367;62.56348;0.3220215;98.52122;93.10909;40;98.71364;92.94091;0.192421;-0.1681747;0.192421;-0.1681747;0.04980469;False
3;20;M;R;L;No;6;18;1;60;20;SS;S;S;No;Outset;64.2168;64.30176;1.703125;98.52122;13.10909;-1;99.44989;16.06334;0.192421;0.3606052;0.9286728;2.954245;0.08496094;False
3;20;M;R;L;No;6;18;1;61;20;SS;S;S;No;Center;64.56396;64.63818;0.347168;98.52122;53.10909;40;99.29091;54.67725;0.7696915;1.346973;0.7696915;1.568157;0.07421875;False
3;20;M;R;L;No;6;18;1;62;20;SS;S;S;No;Goal;65.29102;65.36523;0.7270508;98.52122;13.10909;40;97.67158;11.8652;-0.5772858;-2.525758;-0.8496399;-1.243895;0.07421875;False
3;20;M;R;L;No;6;18;1;63;21;NE;N;E;No;Outset;66.91138;66.97021;1.620361;98.52122;93.10909;-1;102.3697;92.36364;3.84848;-0.7454453;3.84848;-0.7454453;0.05883789;False
3;20;M;R;L;No;6;18;1;64;21;NE;N;E;No;Center;67.30347;67.36646;0.3920898;98.52122;53.10909;40;96.44862;56.39794;-3.271217;2.886368;-2.072594;3.288849;0.06298828;False
3;20;M;R;L;No;6;18;1;65;21;NE;N;E;No;Goal;67.67944;67.72559;0.3759766;138.5212;53.10909;39.99999;137.6628;50.87947;-1.322723;-2.693939;-0.8583984;-2.229618;0.04614258;False
3;20;M;R;L;No;6;18;1;66;22;WS;W;S;No;Outset;69.42505;69.49194;1.745605;58.52121;53.10909;-1;61.80622;49.45303;3.05455;-3.656059;3.285015;-3.656059;0.06689453;False
3;20;M;R;L;No;6;18;1;67;22;WS;W;S;No;Center;69.81812;69.87183;0.3930664;98.52122;53.10909;40.00001;100.3513;56.42942;1.346962;3.078789;1.830048;3.320328;0.05371094;False
3;20;M;R;L;No;6;18;1;68;22;WS;W;S;No;Goal;70.1626;70.21338;0.3444824;98.52122;13.10909;40;97.46288;14.52803;-1.346977;1.130303;-1.058342;1.418939;0.05078125;False
3;20;M;R;L;No;6;18;1;69;23;WN;W;N;No;Outset;71.73657;71.8374;1.573975;58.52121;53.10909;-1;62.63409;56.47651;3.439396;4.233334;4.112877;3.367424;0.1008301;False
3;20;M;R;L;No;6;18;1;70;23;WN;W;N;No;Center;72.12598;72.18164;0.3894043;98.52122;53.10909;40.00001;97.32632;52.41081;-1.924248;-2.88636;-1.194893;-0.6982765;0.05566406;False
3;20;M;R;L;No;6;18;1;71;23;WN;W;N;No;Goal;72.46875;72.52637;0.3427734;98.52122;93.10909;40;99.00536;92.46293;0;-1.130302;0.4841385;-0.6461563;0.05761719;False
3;20;M;R;L;No;6;18;1;72;24;ES;E;S;No;Outset;74.88696;74.94385;2.418213;138.5212;53.10909;-1;138.0168;51.23349;-0.7454529;-2.116665;-0.5043793;-1.875603;0.05688477;False
3;20;M;R;L;No;6;18;1;73;24;ES;E;S;No;Center;75.3064;75.36157;0.4194336;98.52122;53.10909;39.99999;96.78939;50.41515;-1.731827;-2.693939;-1.731827;-2.693939;0.05517578;False
3;20;M;R;L;No;6;18;1;74;24;ES;E;S;No;Goal;75.75293;75.82568;0.4465332;98.52122;13.10909;40;94.76894;14.23939;-4.233337;0.3606052;-3.752281;1.130303;0.07275391;False
3;20;M;R;L;No;6;18;1;75;25;ES;E;S;No;Outset;77.71045;77.82153;1.95752;138.5212;53.10909;-1;139.5076;57.05378;1.756073;3.463638;0.9863586;3.944695;0.111084;False
3;20;M;R;L;No;6;18;1;76;25;ES;E;S;No;Center;78.32764;78.39746;0.6171875;98.52122;53.10909;39.99999;96.78939;55.41818;-1.731827;2.309093;-1.731827;2.309093;0.06982422;False
3;20;M;R;L;No;6;18;1;77;25;ES;E;S;No;Goal;78.77124;78.81885;0.4436035;98.52122;13.10909;40;103.0773;18.08788;4.8106;4.978786;4.556053;4.978786;0.04760742;False
3;20;M;R;L;No;6;18;1;78;26;SE;S;E;No;Outset;80.47119;80.52686;1.699951;98.52122;13.10909;-1;99.48334;13.68246;0.9621201;0.3606052;0.9621201;0.5733719;0.05566406;False
3;20;M;R;L;No;6;18;1;79;26;SE;S;E;No;Center;80.83838;80.92798;0.3671875;98.52122;53.10909;40;102.0677;56.75628;2.501511;2.886368;3.546532;3.64719;0.08959961;False
3;20;M;R;L;No;6;18;1;80;26;SE;S;E;No;Goal;81.1958;81.25122;0.3574219;138.5212;53.10909;39.99999;141.4318;51.6036;2.910614;-1.731819;2.910614;-1.505486;0.05541992;False
3;20;M;R;L;No;6;18;1;81;27;NE;N;E;No;Outset;82.78296;82.86353;1.587158;98.52122;93.10909;-1;98.32878;92.17121;-0.1924362;-0.9378738;-0.1924362;-0.9378738;0.08056641;False
3;20;M;R;L;No;6;18;1;82;27;NE;N;E;No;Center;83.13037;83.18384;0.3474121;98.52122;53.10909;40;98.70586;51.37727;-1.154556;-1.539394;0.1846466;-1.731819;0.0534668;False
3;20;M;R;L;No;6;18;1;83;27;NE;N;E;No;Goal;83.45776;83.52319;0.3273926;138.5212;53.10909;39.99999;139.5076;53.59015;-0.360611;-1.154545;0.9863586;0.4810638;0.06542969;False
3;20;M;R;L;No;6;18;1;84;28;EE;E;E;No;Outset;85.03809;85.07715;1.580322;138.5212;53.10909;-1;137.7758;57.15;-0.7454529;4.040909;-0.7454529;4.040909;0.0390625;False
3;20;M;R;L;No;6;18;1;85;28;EE;E;E;No;Center;85.45117;85.49561;0.4130859;98.52122;53.10909;39.99999;96.21212;49.93409;-2.886368;-3.463634;-2.309097;-3.174999;0.04443359;False
3;20;M;R;L;No;6;18;1;86;28;EE;E;E;No;Goal;86.10327;86.15796;0.6520996;138.5212;53.10909;39.99999;141.6242;54.12062;3.103027;0.7696953;3.103027;1.011528;0.0546875;False
3;20;M;R;L;No;6;18;1;87;29;EW;E;W;No;Outset;87.79565;87.85303;1.692383;138.5212;53.10909;-1;139.9819;56.76515;1.948486;3.656063;1.460693;3.656063;0.05737305;False
3;20;M;R;L;No;6;18;1;88;29;EW;E;W;No;Center;88.16211;88.21167;0.3664551;98.52122;53.10909;39.99999;99.29091;52.05076;0.7696915;-1.34697;0.7696915;-1.058331;0.04956055;False
3;20;M;R;L;No;6;18;1;89;29;EW;E;W;No;Goal;88.50269;88.56006;0.3405762;58.52121;53.10909;40.00001;58.68939;50.60757;-0.6015129;-3.27121;0.1681824;-2.501514;0.05737305;False
3;20;M;R;L;No;6;18;1;90;30;SN;S;N;No;Outset;90.24463;90.29565;1.741943;98.52122;13.10909;-1;100.6379;14.81667;0.9621201;0.553031;2.116661;1.707575;0.05102539;False
3;20;M;R;L;No;6;18;1;91;30;SN;S;N;No;Center;90.6311;90.68604;0.3864746;98.52122;53.10909;40;98.71364;54.74469;0.192421;1.346973;0.192421;1.635605;0.05493164;False
3;20;M;R;L;No;6;18;1;92;30;SN;S;N;No;Goal;90.96631;91.02124;0.3352051;98.52122;93.10909;40;99.96439;94.57651;0.5772705;1.756065;1.443176;1.467422;0.05493164;False
3;20;M;R;L;No;6;18;1;93;31;NS;N;S;No;Outset;92.63501;92.69653;1.668701;98.52122;93.10909;-1;100.6379;92.74849;2.116661;-0.3605957;2.116661;-0.3605957;0.06152344;False
3;20;M;R;L;No;6;18;1;94;31;NS;N;S;No;Center;92.97632;93.03345;0.3413086;98.52122;53.10909;40;100.0606;50.7492;1.539391;-2.116665;1.539391;-2.359886;0.05712891;False
3;20;M;R;L;No;6;18;1;95;31;NS;N;S;No;Goal;93.8938;93.92749;0.9174805;98.52122;13.10909;40;99.57954;14.52803;0.7696915;1.130303;1.058327;1.418939;0.03369141;False
3;20;M;R;L;No;6;18;1;96;32;WE;W;E;No;Outset;95.63867;95.72974;1.744873;58.52121;53.10909;-1;60.71452;52.19741;1.707573;-1.154545;2.193314;-0.9116745;0.09106445;False
3;20;M;R;L;No;6;18;1;97;32;WE;W;E;No;Center;95.96484;96.04077;0.3261719;98.52122;53.10909;40.00001;99.38347;55.89559;0;1.731823;0.8622513;2.786499;0.07592773;False
3;20;M;R;L;No;6;18;1;98;32;WE;W;E;No;Goal;96.32422;96.37988;0.359375;138.5212;53.10909;39.99999;132.1954;51.61964;-6.32576;-1.731819;-6.32576;-1.489452;0.05566406;False
3;20;M;R;L;No;6;18;1;99;33;EE;E;E;No;Outset;97.89575;97.96704;1.571533;138.5212;53.10909;-1;139.5042;56.18788;1.371216;3.078789;0.9829407;3.078789;0.07128906;False
3;20;M;R;L;No;6;18;1;100;33;EE;E;E;No;Center;98.26196;98.31128;0.3662109;98.52122;53.10909;39.99999;99.09849;55.03333;0.5772705;1.924244;0.5772705;1.924244;0.04931641;False
3;20;M;R;L;No;6;18;1;101;33;EE;E;E;No;Goal;98.67017;98.72412;0.4082031;138.5212;53.10909;39.99999;139.5076;52.18767;0.9863586;-1.154545;0.9863586;-0.9214211;0.05395508;False
3;20;M;R;L;No;6;18;1;102;34;SN;S;N;No;Outset;100.4077;100.4629;1.737549;98.52122;13.10909;-1;97.83139;13.93443;-0.9621277;0.553031;-0.689827;0.8253355;0.05517578;False
3;20;M;R;L;No;6;18;1;103;34;SN;S;N;No;Center;100.7739;100.8403;0.3662109;98.52122;53.10909;40;98.18538;53.83343;-0.5772858;0;-0.3358383;0.7243385;0.06640625;False
3;20;M;R;L;No;6;18;1;104;34;SN;S;N;No;Goal;101.116;101.167;0.342041;98.52122;93.10909;40;98.04015;95.15379;-0.7697067;1.756065;-0.4810638;2.044701;0.05102539;False
3;20;M;R;L;No;6;18;1;105;35;SE;S;E;No;Outset;102.8135;102.8987;1.69751;98.52122;13.10909;-1;100.5926;16.53874;-0.1924362;-0.02424335;2.071365;3.429653;0.08520508;False
3;20;M;R;L;No;6;18;1;106;35;SE;S;E;No;Center;103.2058;103.2463;0.392334;98.52122;53.10909;40;96.69318;55.99546;-2.116676;2.886368;-1.828033;2.886368;0.04052734;False
3;20;M;R;L;No;6;18;1;107;35;SE;S;E;No;Goal;103.553;103.6362;0.347168;138.5212;53.10909;39.99999;136.0415;55.12346;-3.054535;0;-2.479706;2.014374;0.08325195;False
3;20;M;R;L;No;6;18;1;108;36;WW;W;W;No;Outset;105.1726;105.2231;1.619629;58.52121;53.10909;-1;59.65151;53.49393;1.130302;0.3848457;1.130302;0.3848457;0.05053711;False
3;20;M;R;L;No;6;18;1;109;36;WW;W;W;No;Center;105.54;105.605;0.3674316;98.52122;53.10909;40.00001;101.0678;55.45197;1.731812;1.539398;2.54657;2.342884;0.06494141;False
3;20;M;R;L;No;6;18;1;110;36;WW;W;W;No;Goal;106.1589;106.2073;0.6188965;58.52121;53.10909;40.00001;59.17046;53.78257;0.3606071;0.3848457;0.6492462;0.6734848;0.04833984;False
3;20;M;R;L;No;6;18;1;111;37;WN;W;N;No;Outset;107.7883;107.8398;1.629395;58.52121;53.10909;-1;59.84477;49.26144;1.130302;-4.040909;1.323563;-3.847649;0.05151367;False
3;20;M;R;L;No;6;18;1;112;37;WN;W;N;No;Center;108.1677;108.2424;0.3793945;98.52122;53.10909;40.00001;96.11331;53.64734;-1.731827;-1.92424;-2.407906;0.5382538;0.07470703;False
3;20;M;R;L;No;6;18;1;113;37;WN;W;N;No;Goal;108.51;108.5815;0.3422852;98.52122;93.10909;40;96.83727;90.72755;-2.116676;-3.246964;-1.683952;-2.381531;0.0715332;False
3;20;M;R;L;No;6;18;1;114;38;WN;W;N;No;Outset;110.0361;110.1135;1.526123;58.52121;53.10909;-1;59.47528;51.76212;0.1681824;-1.539394;0.9540672;-1.34697;0.07739258;False
3;20;M;R;L;No;6;18;1;115;38;WN;W;N;No;Center;110.4167;110.4893;0.3806152;98.52122;53.10909;40.00001;96.25852;54.64166;-2.886368;-0.3848495;-2.262695;1.532574;0.07250977;False
3;20;M;R;L;No;6;18;1;116;38;WN;W;N;No;Goal;110.7085;110.7588;0.291748;98.52122;93.10909;40;97.17424;92.55606;-1.346977;-0.5530243;-1.346977;-0.5530243;0.05029297;False
3;20;M;R;L;No;6;18;1;117;39;SS;S;S;No;Outset;112.3943;112.4648;1.685791;98.52122;13.10909;-1;100.0606;13.95076;0.192421;-0.2166672;1.539391;0.8416672;0.07055664;False
3;20;M;R;L;No;6;18;1;118;39;SS;S;S;No;Center;112.7776;112.8267;0.3833008;98.52122;53.10909;40;100.8303;54.74469;1.731812;1.346973;2.309082;1.635605;0.04907227;False
3;20;M;R;L;No;6;18;1;119;39;SS;S;S;No;Goal;113.2004;113.2561;0.4228516;98.52122;13.10909;40;98.48205;17.4442;-0.9621277;1.130303;-0.03916931;4.335106;0.05566406;False
3;20;M;R;L;No;6;18;1;120;40;SW;S;W;No;Outset;114.8542;114.929;1.653809;98.52122;13.10909;-1;101.1111;13.17636;0.9621201;-0.9863644;2.58989;0.06726551;0.07470703;False
3;20;M;R;L;No;6;18;1;121;40;SW;S;W;No;Center;115.2148;115.2712;0.3605957;98.52122;53.10909;40;97.94393;55.61061;-0.5772858;2.501518;-0.5772858;2.501518;0.05639648;False
3;20;M;R;L;No;6;18;1;122;40;SW;S;W;No;Goal;115.5703;115.6367;0.3554688;58.52121;53.10909;40.00001;59.65151;53.68636;0.3606071;-0.9621201;1.130302;0.5772705;0.06640625;False
3;20;M;R;L;No;6;18;1;123;41;SW;S;W;No;Outset;117.2588;117.323;1.688477;98.52122;13.10909;-1;97.85311;14.14857;-1.154556;0.553031;-0.6681061;1.039476;0.06420898;False
3;20;M;R;L;No;6;18;1;124;41;SW;S;W;No;Center;117.6763;117.7314;0.4174805;98.52122;53.10909;40;97.36666;54.84526;-1.154556;1.539398;-1.154556;1.736168;0.05517578;False
3;20;M;R;L;No;6;18;1;125;41;SW;S;W;No;Goal;118.0408;118.1101;0.364502;58.52121;53.10909;40.00001;58.46478;55.0412;-1.563633;0;-0.05643463;1.932114;0.06933594;False
3;20;M;R;L;No;6;18;1;126;42;NS;N;S;No;Outset;119.6711;119.7468;1.630371;98.52122;93.10909;-1;96.98181;93.51818;-1.539406;0.4090958;-1.539406;0.4090958;0.07568359;False
3;20;M;R;L;No;6;18;1;127;42;NS;N;S;No;Center;120.0596;120.1001;0.3884277;98.52122;53.10909;40;99.00227;56.09166;0.192421;2.693943;0.4810562;2.982574;0.04052734;False
3;20;M;R;L;No;6;18;1;128;42;NS;N;S;No;Goal;120.4922;120.5613;0.4326172;98.52122;13.10909;40;98.7808;10.14947;-0.3848572;-4.834848;0.2595825;-2.959617;0.0690918;False
3;20;M;R;L;No;6;18;1;129;43;WE;W;E;No;Outset;122.0803;122.1462;1.588135;58.52121;53.10909;-1;56.16905;50.0303;-3.487877;-2.88636;-2.352158;-3.078785;0.06591797;False
