ID;StudyID;UserID;Age;Gender;PlayingHand;DominantHand;LongNails;DominantEye;TargetID;TargetSize;TargetDistance;ColliderSize;HitType;Outset;Goal;MistakeOccured;TargetCombition;RoundID;Repetition;Clockwise;TouchID;CrossTargets;Delay;ConditionID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;TouchOffsetX;TouchOffsetY;LiftX;LiftY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;1;24;M;R;R;No;L;0;7.2;-1;18;Outset;S;W;No;SW; ; ; ;0;False;1; ;2.789795;2.857056;2.789795;98.52122;33.89091;100.5417;32.90454;2.020447;-0.9863625;100.4455;32.90454;1.92424;-0.9863625;0.06726074; ; ;89.24129;88.61596;178.4216;2019-08-06 11:07:38;C
 ;12;1;24;M;R;R;No;L;0;7.2;40;18;Center;S;W;No;SW; ; ; ;1;False;1; ;3.293945;3.327637;0.5041504;98.52122;73.89091;101.2151;73.025;2.693932;-0.8659058;101.1189;73.025;2.597717;-0.8659058;0.03369141; ; ;89.31374;88.42629;178.2832;2019-08-06 11:07:39;C
 ;12;1;24;M;R;R;No;L;0;7.2;40.00001;18;Goal;S;W;No;SW; ; ; ;2;False;1; ;3.865356;3.932617;0.5714111;58.52121;73.89091;57.24622;75.52651;-1.274994;1.635605;56.95758;75.43031;-1.563633;1.539398;0.06726074; ; ;89.25577;88.68698;178.4906;2019-08-06 11:07:39;C
 ;12;1;24;M;R;R;No;L;1;7.2;-1;18;Outset;E;N;No;EN; ; ; ;3;False;1; ;6.723511;6.790771;2.858154;138.5212;73.89091;137.9682;75.11182;-0.5530396;1.220917;137.7758;75.14166;-0.7454529;1.250755;0.06726074; ; ;89.39268;88.57583;178.4516;2019-08-06 11:07:42;C
 ;12;1;24;M;R;R;No;L;1;7.2;39.99999;18;Center;E;N;No;EN; ; ; ;4;False;1; ;7.194092;7.261353;0.4705811;98.52122;73.89091;98.61742;73.21742;0.09620667;-0.6734848;98.30618;73.21742;-0.2150421;-0.6734848;0.06726074; ; ;89.2674;88.61143;178.43;2019-08-06 11:07:43;C
 ;12;1;24;M;R;R;No;L;1;7.2;40.00001;18;Goal;E;N;No;EN; ; ; ;5;False;1; ;7.664673;7.698364;0.4705811;98.52122;113.8909;101.7924;118.2447;3.27121;4.353783;101.7924;117.9561;3.27121;4.065147;0.03369141; ; ;89.34428;88.44166;178.3093;2019-08-06 11:07:43;C
 ;12;1;24;M;R;R;No;L;2;7.2;-1;18;Outset;E;W;No;EW; ; ; ;6;False;1; ;9.413086;9.480347;1.748413;138.5212;73.89091;142.3848;74.27576;3.863586;0.3848495;142.0091;74.27576;3.487869;0.3848495;0.06726074; ; ;89.19844;88.64289;178.4238;2019-08-06 11:07:45;C
 ;12;1;24;M;R;R;No;L;2;7.2;39.99999;18;Center;E;W;No;EW; ; ; ;7;False;1; ;9.882813;9.949951;0.4697266;98.52122;73.89091;96.8856;75.43031;-1.635612;1.539398;96.8856;75.43031;-1.635612;1.539398;0.06713867; ; ;89.25568;88.66577;178.4721;2019-08-06 11:07:45;C
 ;12;1;24;M;R;R;No;L;2;7.2;40.00001;18;Goal;E;W;No;EW; ; ; ;8;False;1; ;10.31995;10.38721;0.4371338;58.52121;73.89091;60.03636;71.67803;1.515152;-2.212875;59.65151;71.87045;1.130302;-2.020454;0.06726074; ; ;89.28091;88.49825;178.3349;2019-08-06 11:07:46;C
 ;12;1;24;M;R;R;No;L;3;7.2;-1;18;Outset;E;E;No;EE; ; ; ;9;False;1; ;12.03381;12.13489;1.713867;138.5212;73.89091;140.8545;75.81515;2.333328;1.92424;139.5076;75.62273;0.9863586;1.731819;0.1010742; ; ;89.23973;88.51454;178.3313;2019-08-06 11:07:48;C
